Start Year,Start Month,Name,Request Count
2019,1,0,1
2019,1,1,2
2019,1,2,2
2019,1,3,6
2019,1,4,2
2019,1,5,3
2019,1,6,9
2019,1,7,7
2019,1,8,13
2019,1,9,5
2019,1,10,1
2019,1,11,1
2019,1,12,1
2019,1,13,4
2019,1,14,4
2019,1,16,1
2019,1,17,3
2019,1,18,1
2019,1,19,6
2019,1,20,1
2019,1,21,4
2019,1,22,9
2019,1,23,4
2019,2,0,1
2019,2,1,1
2019,2,2,4
2019,2,4,2
2019,2,5,4
2019,2,6,3
2019,2,7,8
2019,2,8,10
2019,2,9,6
2019,2,10,5
2019,2,11,3
2019,2,12,1
2019,2,13,1
2019,2,15,2
2019,2,16,1
2019,2,18,5
2019,2,19,2
2019,2,20,1
2019,2,21,2
2019,2,22,11
2019,2,23,1
2019,3,1,1
2019,3,2,1
2019,3,3,3
2019,3,4,1
2019,3,6,10
2019,3,7,10
2019,3,8,12
2019,3,9,10
2019,3,10,3
2019,3,11,2
2019,3,12,1
2019,3,13,2
2019,3,15,1
2019,3,16,2
2019,3,17,5
2019,3,18,5
2019,3,19,6
2019,3,20,5
2019,3,21,2
2019,3,22,6
2019,3,23,8
2019,4,0,1
2019,4,1,2
2019,4,4,3
2019,4,5,3
2019,4,6,7
2019,4,7,2
2019,4,8,10
2019,4,9,6
2019,4,10,4
2019,4,11,1
2019,4,12,1
2019,4,13,1
2019,4,14,1
2019,4,16,3
2019,4,17,3
2019,4,18,7
2019,4,19,4
2019,4,20,3
2019,4,21,2
2019,4,22,5
2019,4,23,8
2019,5,0,4
2019,5,1,1
2019,5,2,4
2019,5,3,1
2019,5,4,2
2019,5,5,2
2019,5,6,2
2019,5,7,6
2019,5,8,8
2019,5,9,6
2019,5,10,1
2019,5,12,3
2019,5,13,1
2019,5,15,2
2019,5,16,7
2019,5,19,7
2019,5,20,3
2019,5,21,3
2019,5,22,6
2019,5,23,2
2019,6,0,1
2019,6,2,4
2019,6,3,1
2019,6,4,2
2019,6,6,8
2019,6,7,4
2019,6,8,7
2019,6,9,3
2019,6,10,1
2019,6,11,2
2019,6,12,2
2019,6,13,3
2019,6,14,1
2019,6,15,1
2019,6,16,1
2019,6,17,1
2019,6,18,1
2019,6,19,4
2019,6,20,3
2019,6,21,2
2019,6,22,4
2019,6,23,5
2019,7,0,1
2019,7,1,1
2019,7,2,4
2019,7,3,1
2019,7,4,4
2019,7,5,2
2019,7,6,6
2019,7,7,3
2019,7,8,13
2019,7,9,6
2019,7,10,4
2019,7,11,2
2019,7,12,1
2019,7,13,1
2019,7,14,3
2019,7,15,1
2019,7,16,1
2019,7,17,1
2019,7,18,4
2019,7,19,5
2019,7,20,3
2019,7,21,3
2019,7,22,9
2019,7,23,6
2019,8,0,1
2019,8,1,3
2019,8,2,1
2019,8,3,2
2019,8,6,6
2019,8,7,1
2019,8,8,12
2019,8,9,5
2019,8,12,2
2019,8,13,1
2019,8,14,1
2019,8,15,2
2019,8,16,1
2019,8,17,1
2019,8,18,3
2019,8,19,12
2019,8,20,1
2019,8,21,3
2019,8,22,7
2019,8,23,5
2019,9,0,1
2019,9,1,1
2019,9,2,1
2019,9,3,3
2019,9,4,2
2019,9,5,4
2019,9,6,9
2019,9,7,5
2019,9,8,13
2019,9,9,5
2019,9,10,2
2019,9,12,3
2019,9,13,2
2019,9,14,2
2019,9,15,1
2019,9,16,4
2019,9,17,2
2019,9,18,1
2019,9,19,5
2019,9,20,4
2019,9,21,3
2019,9,22,4
2019,9,23,7
2019,10,0,2
2019,10,1,1
2019,10,2,2
2019,10,3,3
2019,10,4,1
2019,10,6,9
2019,10,7,9
2019,10,8,12
2019,10,9,7
2019,10,10,2
2019,10,11,5
2019,10,12,1
2019,10,14,3
2019,10,15,2
2019,10,16,3
2019,10,17,6
2019,10,18,3
2019,10,19,9
2019,10,22,6
2019,10,23,6
2019,11,0,1
2019,11,1,1
2019,11,2,1
2019,11,3,1
2019,11,5,2
2019,11,6,5
2019,11,7,6
2019,11,8,14
2019,11,9,8
2019,11,11,1
2019,11,13,3
2019,11,14,2
2019,11,15,2
2019,11,16,6
2019,11,17,2
2019,11,18,2
2019,11,19,4
2019,11,20,4
2019,11,21,5
2019,11,22,5
2019,11,23,3
2019,12,0,2
2019,12,1,5
2019,12,2,6
2019,12,3,1
2019,12,4,2
2019,12,6,4
2019,12,7,4
2019,12,8,10
2019,12,9,6
2019,12,11,4
2019,12,12,2
2019,12,14,3
2019,12,15,3
2019,12,16,3
2019,12,17,2
2019,12,18,1
2019,12,19,8
2019,12,20,1
2019,12,21,2
2019,12,22,12
2020,1,0,3
2020,1,1,1
2020,1,2,1
2020,1,3,2
2020,1,4,1
2020,1,5,5
2020,1,6,4
2020,1,7,7
2020,1,8,11
2020,1,9,4
2020,1,11,6
2020,1,12,3
2020,1,14,3
2020,1,15,4
2020,1,16,6
2020,1,17,1
2020,1,18,1
2020,1,19,5
2020,1,20,3
2020,1,21,3
2020,1,22,5
2020,1,23,5
2020,2,0,3
2020,2,2,1
2020,2,3,2
2020,2,5,2
2020,2,6,5
2020,2,7,5
2020,2,8,15
2020,2,9,3
2020,2,10,3
2020,2,11,2
2020,2,12,2
2020,2,13,1
2020,2,14,2
2020,2,15,1
2020,2,16,2
2020,2,17,2
2020,2,18,2
2020,2,19,3
2020,2,20,5
2020,2,21,2
2020,2,22,2
2020,2,23,3
2020,3,0,2
2020,3,1,3
2020,3,2,3
2020,3,3,2
2020,3,4,1
2020,3,5,4
2020,3,6,8
2020,3,7,7
2020,3,8,14
2020,3,9,4
2020,3,10,2
2020,3,12,2
2020,3,13,3
2020,3,14,4
2020,3,16,2
2020,3,18,4
2020,3,19,6
2020,3,20,2
2020,3,21,4
2020,3,22,8
2020,3,23,6
2020,4,0,1
2020,4,1,5
2020,4,2,3
2020,4,3,1
2020,4,5,1
2020,4,6,6
2020,4,7,6
2020,4,8,9
2020,4,9,5
2020,4,10,2
2020,4,12,2
2020,4,13,2
2020,4,16,3
2020,4,17,1
2020,4,18,2
2020,4,19,3
2020,4,20,4
2020,4,21,1
2020,4,22,7
2020,4,23,3
2020,5,1,2
2020,5,2,3
2020,5,3,2
2020,5,4,2
2020,5,5,1
2020,5,6,6
2020,5,7,6
2020,5,8,7
2020,5,9,1
2020,5,10,2
2020,5,11,2
2020,5,13,1
2020,5,14,4
2020,5,15,3
2020,5,16,4
2020,5,17,1
2020,5,18,4
2020,5,19,2
2020,5,20,5
2020,5,21,4
2020,5,22,8
2020,5,23,5
2020,6,1,4
2020,6,2,2
2020,6,3,1
2020,6,4,1
2020,6,5,1
2020,6,6,4
2020,6,7,5
2020,6,8,9
2020,6,9,7
2020,6,10,2
2020,6,11,1
2020,6,12,2
2020,6,13,1
2020,6,16,4
2020,6,18,2
2020,6,19,8
2020,6,20,2
2020,6,21,2
2020,6,22,7
2020,6,23,3
2020,7,0,4
2020,7,1,2
2020,7,2,1
2020,7,3,2
2020,7,4,2
2020,7,5,1
2020,7,6,2
2020,7,7,7
2020,7,8,16
2020,7,9,10
2020,7,10,4
2020,7,12,3
2020,7,13,6
2020,7,14,2
2020,7,16,5
2020,7,17,1
2020,7,18,3
2020,7,19,5
2020,7,20,2
2020,7,21,4
2020,7,22,4
2020,7,23,9
2020,8,1,1
2020,8,2,2
2020,8,5,2
2020,8,6,5
2020,8,7,6
2020,8,8,12
2020,8,9,7
2020,8,10,3
2020,8,11,3
2020,8,12,3
2020,8,13,3
2020,8,15,2
2020,8,16,10
2020,8,18,6
2020,8,19,11
2020,8,20,6
2020,8,21,2
2020,8,22,5
2020,8,23,6
2020,9,0,2
2020,9,1,2
2020,9,2,1
2020,9,3,1
2020,9,4,3
2020,9,5,3
2020,9,6,4
2020,9,7,7
2020,9,8,10
2020,9,9,7
2020,9,10,1
2020,9,11,2
2020,9,12,1
2020,9,14,1
2020,9,15,2
2020,9,16,5
2020,9,18,4
2020,9,19,10
2020,9,20,2
2020,9,21,5
2020,9,22,3
2020,9,23,9
2020,10,0,3
2020,10,1,3
2020,10,2,2
2020,10,3,2
2020,10,4,1
2020,10,6,5
2020,10,7,8
2020,10,8,12
2020,10,9,4
2020,10,10,2
2020,10,11,1
2020,10,12,1
2020,10,14,4
2020,10,15,1
2020,10,16,3
2020,10,17,1
2020,10,18,2
2020,10,19,5
2020,10,20,5
2020,10,21,1
2020,10,22,6
2020,10,23,4
2020,11,0,4
2020,11,1,5
2020,11,2,4
2020,11,3,2
2020,11,4,3
2020,11,5,1
2020,11,6,4
2020,11,7,4
2020,11,8,10
2020,11,9,8
2020,11,10,1
2020,11,11,2
2020,11,13,4
2020,11,14,1
2020,11,15,2
2020,11,16,5
2020,11,17,4
2020,11,19,6
2020,11,20,2
2020,11,21,3
2020,11,22,5
2020,11,23,8
2020,12,0,1
2020,12,1,2
2020,12,2,1
2020,12,4,1
2020,12,5,2
2020,12,6,6
2020,12,7,3
2020,12,8,8
2020,12,9,6
2020,12,10,2
2020,12,11,1
2020,12,12,4
2020,12,13,2
2020,12,14,1
2020,12,15,1
2020,12,16,3
2020,12,18,3
2020,12,19,9
2020,12,20,3
2020,12,21,1
2020,12,22,5
2020,12,23,6
2021,1,0,2
2021,1,1,3
2021,1,2,1
2021,1,3,2
2021,1,4,3
2021,1,6,3
2021,1,7,7
2021,1,8,10
2021,1,9,8
2021,1,10,2
2021,1,11,1
2021,1,13,2
2021,1,14,3
2021,1,15,2
2021,1,16,3
2021,1,17,2
2021,1,18,3
2021,1,19,9
2021,1,20,3
2021,1,21,8
2021,1,22,5
2021,1,23,9
2021,2,0,4
2021,2,1,2
2021,2,3,2
2021,2,4,1
2021,2,5,3
2021,2,6,6
2021,2,7,4
2021,2,8,15
2021,2,9,7
2021,2,12,1
2021,2,13,1
2021,2,14,2
2021,2,16,4
2021,2,17,1
2021,2,18,5
2021,2,19,3
2021,2,20,3
2021,2,21,3
2021,2,22,6
2021,2,23,7
2021,3,0,2
2021,3,1,4
2021,3,2,3
2021,3,3,2
2021,3,4,2
2021,3,5,2
2021,3,6,3
2021,3,7,3
2021,3,8,8
2021,3,9,7
2021,3,10,1
2021,3,11,2
2021,3,12,4
2021,3,13,2
2021,3,14,1
2021,3,16,1
2021,3,17,2
2021,3,18,3
2021,3,19,6
2021,3,20,3
2021,3,21,3
2021,3,22,3
2021,3,23,10
2021,4,1,1
2021,4,2,1
2021,4,3,1
2021,4,4,3
2021,4,5,1
2021,4,6,9
2021,4,7,4
2021,4,8,11
2021,4,9,5
2021,4,10,2
2021,4,12,2
2021,4,13,2
2021,4,14,2
2021,4,15,1
2021,4,16,3
2021,4,17,4
2021,4,18,1
2021,4,19,6
2021,4,20,4
2021,4,21,7
2021,4,22,4
2021,4,23,4
2021,5,0,2
2021,5,1,3
2021,5,2,6
2021,5,3,2
2021,5,6,8
2021,5,7,5
2021,5,8,19
2021,5,9,6
2021,5,10,2
2021,5,11,2
2021,5,12,1
2021,5,13,2
2021,5,14,1
2021,5,15,3
2021,5,16,4
2021,5,18,4
2021,5,19,6
2021,5,20,4
2021,5,21,4
2021,5,22,11
2021,5,23,8
2021,6,0,1
2021,6,1,3
2021,6,3,2
2021,6,5,3
2021,6,6,8
2021,6,7,3
2021,6,8,8
2021,6,9,9
2021,6,10,1
2021,6,11,1
2021,6,12,1
2021,6,13,1
2021,6,14,2
2021,6,16,3
2021,6,18,1
2021,6,19,4
2021,6,20,6
2021,6,21,4
2021,6,22,4
2021,6,23,7
2021,7,0,5
2021,7,1,1
2021,7,2,2
2021,7,3,1
2021,7,4,1
2021,7,5,2
2021,7,6,2
2021,7,7,3
2021,7,8,9
2021,7,9,3
2021,7,10,1
2021,7,12,2
2021,7,13,6
2021,7,14,2
2021,7,16,5
2021,7,17,2
2021,7,18,2
2021,7,19,6
2021,7,20,3
2021,7,21,2
2021,7,22,10
2021,7,23,6
2021,8,0,1
2021,8,1,3
2021,8,2,1
2021,8,3,1
2021,8,4,2
2021,8,5,2
2021,8,6,6
2021,8,7,5
2021,8,8,14
2021,8,9,3
2021,8,10,1
2021,8,11,2
2021,8,12,4
2021,8,13,1
2021,8,14,3
2021,8,15,1
2021,8,16,2
2021,8,17,5
2021,8,18,7
2021,8,19,9
2021,8,20,3
2021,8,21,5
2021,8,22,9
2021,8,23,6
2021,9,0,4
2021,9,1,2
2021,9,2,1
2021,9,3,1
2021,9,4,1
2021,9,5,1
2021,9,6,3
2021,9,7,4
2021,9,8,8
2021,9,9,4
2021,9,10,2
2021,9,11,1
2021,9,12,3
2021,9,13,3
2021,9,16,3
2021,9,18,4
2021,9,19,6
2021,9,20,3
2021,9,21,2
2021,9,22,7
2021,9,23,4
2021,10,0,2
2021,10,1,2
2021,10,2,1
2021,10,3,1
2021,10,4,2
2021,10,5,2
2021,10,6,8
2021,10,7,6
2021,10,8,9
2021,10,9,7
2021,10,11,1
2021,10,12,1
2021,10,14,2
2021,10,15,1
2021,10,16,1
2021,10,17,1
2021,10,18,6
2021,10,19,7
2021,10,20,1
2021,10,21,2
2021,10,22,7
2021,10,23,8
2021,11,0,1
2021,11,3,1
2021,11,5,3
2021,11,6,8
2021,11,7,6
2021,11,8,18
2021,11,9,7
2021,11,10,1
2021,11,11,2
2021,11,12,1
2021,11,14,3
2021,11,15,1
2021,11,16,1
2021,11,17,3
2021,11,18,6
2021,11,19,5
2021,11,20,6
2021,11,21,7
2021,11,22,11
2021,11,23,2
2021,12,0,1
2021,12,2,1
2021,12,3,4
2021,12,4,3
2021,12,5,2
2021,12,6,6
2021,12,7,7
2021,12,8,13
2021,12,9,3
2021,12,10,1
2021,12,11,5
2021,12,13,2
2021,12,14,3
2021,12,15,1
2021,12,16,2
2021,12,17,1
2021,12,18,4
2021,12,19,1
2021,12,20,3
2021,12,21,6
2021,12,22,6
2021,12,23,3
2022,1,1,1
2022,1,2,1
2022,1,3,1
2022,1,4,2
2022,1,5,4
2022,1,6,6
2022,1,7,5
2022,1,8,12
2022,1,9,3
2022,1,10,2
2022,1,11,2
2022,1,12,2
2022,1,13,4
2022,1,14,4
2022,1,15,2
2022,1,17,1
2022,1,18,4
2022,1,19,11
2022,1,20,2
2022,1,21,5
2022,1,22,9
2022,1,23,8
2022,2,1,1
2022,2,2,1
2022,2,3,2
2022,2,5,4
2022,2,6,7
2022,2,7,8
2022,2,8,11
2022,2,9,4
2022,2,12,3
2022,2,14,2
2022,2,16,2
2022,2,17,1
2022,2,18,1
2022,2,19,5
2022,2,20,3
2022,2,21,2
2022,2,22,7
2022,2,23,8
2022,3,0,3
2022,3,1,4
2022,3,2,3
2022,3,3,1
2022,3,4,2
2022,3,5,1
2022,3,6,10
2022,3,7,8
2022,3,8,7
2022,3,9,7
2022,3,10,2
2022,3,11,4
2022,3,12,3
2022,3,13,1
2022,3,14,2
2022,3,16,5
2022,3,17,1
2022,3,18,5
2022,3,19,3
2022,3,21,3
2022,3,22,3
2022,3,23,6
2022,4,2,2
2022,4,3,4
2022,4,4,1
2022,4,5,3
2022,4,6,9
2022,4,7,5
2022,4,8,13
2022,4,9,7
2022,4,10,1
2022,4,11,2
2022,4,12,2
2022,4,13,1
2022,4,14,4
2022,4,16,2
2022,4,18,2
2022,4,19,8
2022,4,20,2
2022,4,21,5
2022,4,22,6
2022,4,23,4
2022,5,1,1
2022,5,2,2
2022,5,3,1
2022,5,4,2
2022,5,5,4
2022,5,6,10
2022,5,7,7
2022,5,8,17
2022,5,9,6
2022,5,10,2
2022,5,11,2
2022,5,12,4
2022,5,13,1
2022,5,15,2
2022,5,16,3
2022,5,17,2
2022,5,18,3
2022,5,19,9
2022,5,20,3
2022,5,21,6
2022,5,22,7
2022,5,23,7
2022,6,0,4
2022,6,1,4
2022,6,2,2
2022,6,4,2
2022,6,5,2
2022,6,6,8
2022,6,7,5
2022,6,8,17
2022,6,9,4
2022,6,10,1
2022,6,11,2
2022,6,13,2
2022,6,15,1
2022,6,16,3
2022,6,17,2
2022,6,19,7
2022,6,20,2
2022,6,21,7
2022,6,22,2
2022,6,23,7
2022,7,1,1
2022,7,2,2
2022,7,3,3
2022,7,6,11
2022,7,7,8
2022,7,8,28
2022,7,9,3
2022,7,10,1
2022,7,11,1
2022,7,12,2
2022,7,13,5
2022,7,14,2
2022,7,15,3
2022,7,17,2
2022,7,18,4
2022,7,19,6
2022,7,20,3
2022,7,21,6
2022,7,22,6
2022,7,23,4
2022,8,0,2
2022,8,1,2
2022,8,3,2
2022,8,4,1
2022,8,5,2
2022,8,6,5
2022,8,7,4
2022,8,8,10
2022,8,9,9
2022,8,10,1
2022,8,11,2
2022,8,12,2
2022,8,13,3
2022,8,14,1
2022,8,15,1
2022,8,16,2
2022,8,17,2
2022,8,18,4
2022,8,19,2
2022,8,20,1
2022,8,21,1
2022,8,22,4
2022,8,23,6
2022,9,0,1
2022,9,1,1
2022,9,2,2
2022,9,3,3
2022,9,4,2
2022,9,5,1
2022,9,6,9
2022,9,7,6
2022,9,8,8
2022,9,9,9
2022,9,10,2
2022,9,11,1
2022,9,12,1
2022,9,13,1
2022,9,14,3
2022,9,15,3
2022,9,16,5
2022,9,17,2
2022,9,18,5
2022,9,19,4
2022,9,21,4
2022,9,22,8
2022,9,23,3
2022,10,0,4
2022,10,2,2
2022,10,3,4
2022,10,6,5
2022,10,7,4
2022,10,8,11
2022,10,9,12
2022,10,12,1
2022,10,13,1
2022,10,15,1
2022,10,16,5
2022,10,17,1
2022,10,18,2
2022,10,19,5
2022,10,20,1
2022,10,21,3
2022,10,22,6
2022,10,23,5
2022,11,0,2
2022,11,1,4
2022,11,2,4
2022,11,3,2
2022,11,4,3
2022,11,5,1
2022,11,6,8
2022,11,7,9
2022,11,8,9
2022,11,9,9
2022,11,10,2
2022,11,11,4
2022,11,12,1
2022,11,13,3
2022,11,14,3
2022,11,15,2
2022,11,16,2
2022,11,17,3
2022,11,19,2
2022,11,20,2
2022,11,21,3
2022,11,22,6
2022,11,23,7
2022,12,0,1
2022,12,1,4
2022,12,2,2
2022,12,3,2
2022,12,4,3
2022,12,5,3
2022,12,6,9
2022,12,7,9
2022,12,8,25
2022,12,9,4
2022,12,10,2
2022,12,11,4
2022,12,12,2
2022,12,14,3
2022,12,15,1
2022,12,16,2
2022,12,17,2
2022,12,18,3
2022,12,19,4
2022,12,20,2
2022,12,21,6
2022,12,22,6
2022,12,23,2
2023,1,0,2
2023,1,2,2
2023,1,3,4
2023,1,5,2
2023,1,6,5
2023,1,7,4
2023,1,8,11
2023,1,9,7
2023,1,10,3
2023,1,11,2
2023,1,12,5
2023,1,13,3
2023,1,16,5
2023,1,17,1
2023,1,18,4
2023,1,19,4
2023,1,20,5
2023,1,21,4
2023,1,22,4
2023,1,23,9
2023,2,2,3
2023,2,3,2
2023,2,4,2
2023,2,5,2
2023,2,6,7
2023,2,7,4
2023,2,8,10
2023,2,9,1
2023,2,11,2
2023,2,12,3
2023,2,13,2
2023,2,14,3
2023,2,15,2
2023,2,16,3
2023,2,17,1
2023,2,18,2
2023,2,19,4
2023,2,20,2
2023,2,21,5
2023,2,22,6
2023,2,23,6
2023,3,0,1
2023,3,1,1
2023,3,2,1
2023,3,4,4
2023,3,5,9
2023,3,6,8
2023,3,7,7
2023,3,8,15
2023,3,9,5
2023,3,10,1
2023,3,11,3
2023,3,12,2
2023,3,13,2
2023,3,14,2
2023,3,15,1
2023,3,16,1
2023,3,17,3
2023,3,18,3
2023,3,19,3
2023,3,20,4
2023,3,21,1
2023,3,22,7
2023,3,23,7
2023,4,0,2
2023,4,1,1
2023,4,2,2
2023,4,3,2
2023,4,4,2
2023,4,5,1
2023,4,6,5
2023,4,7,8
2023,4,8,18
2023,4,9,6
2023,4,10,1
2023,4,11,2
2023,4,12,1
2023,4,13,1
2023,4,14,3
2023,4,15,1
2023,4,16,2
2023,4,17,1
2023,4,18,5
2023,4,19,2
2023,4,21,3
2023,4,22,13
2023,4,23,3
2023,5,0,1
2023,5,1,2
2023,5,2,1
2023,5,3,3
2023,5,5,4
2023,5,6,13
2023,5,7,3
2023,5,8,11
2023,5,9,5
2023,5,10,1
2023,5,11,3
2023,5,12,1
2023,5,14,2
2023,5,15,2
2023,5,16,3
2023,5,17,1
2023,5,18,3
2023,5,19,8
2023,5,20,3
2023,5,21,3
2023,5,22,9
2023,5,23,7
2023,6,0,1
2023,6,1,1
2023,6,2,3
2023,6,3,2
2023,6,4,3
2023,6,5,2
2023,6,6,8
2023,6,7,5
2023,6,8,11
2023,6,9,4
2023,6,11,3
2023,6,12,2
2023,6,13,4
2023,6,14,3
2023,6,15,3
2023,6,16,3
2023,6,17,4
2023,6,18,1
2023,6,19,4
2023,6,20,5
2023,6,21,3
2023,6,22,3
2023,6,23,6
2023,7,0,2
2023,7,1,2
2023,7,2,2
2023,7,3,1
2023,7,5,1
2023,7,6,10
2023,7,7,4
2023,7,8,16
2023,7,9,7
2023,7,11,4
2023,7,12,2
2023,7,13,2
2023,7,14,1
2023,7,15,3
2023,7,16,1
2023,7,17,2
2023,7,18,4
2023,7,19,6
2023,7,20,3
2023,7,21,2
2023,7,22,6
2023,7,23,2
2023,8,0,4
2023,8,2,1
2023,8,3,1
2023,8,4,1
2023,8,5,1
2023,8,6,7
2023,8,7,9
2023,8,8,12
2023,8,9,4
2023,8,10,2
2023,8,11,1
2023,8,13,4
2023,8,14,2
2023,8,16,4
2023,8,17,3
2023,8,18,2
2023,8,19,3
2023,8,20,1
2023,8,21,2
2023,8,22,6
2023,8,23,12
2023,9,0,2
2023,9,1,1
2023,9,3,1
2023,9,4,1
2023,9,5,2
2023,9,6,7
2023,9,7,11
2023,9,8,18
2023,9,9,9
2023,9,12,1
2023,9,13,2
2023,9,14,5
2023,9,16,4
2023,9,17,3
2023,9,18,4
2023,9,19,6
2023,9,20,6
2023,9,21,5
2023,9,22,7
2023,9,23,7
2023,10,0,2
2023,10,1,2
2023,10,2,2
2023,10,3,1
2023,10,4,1
2023,10,5,1
2023,10,6,5
2023,10,7,7
2023,10,8,12
2023,10,9,6
2023,10,10,1
2023,10,11,2
2023,10,14,2
2023,10,15,1
2023,10,16,4
2023,10,18,2
2023,10,19,5
2023,10,20,3
2023,10,21,2
2023,10,22,8
2023,10,23,6
2023,11,0,2
2023,11,1,1
2023,11,2,1
2023,11,3,3
2023,11,4,3
2023,11,5,2
2023,11,6,9
2023,11,7,2
2023,11,8,10
2023,11,9,10
2023,11,10,4
2023,11,11,1
2023,11,13,6
2023,11,14,1
2023,11,15,6
2023,11,16,3
2023,11,17,3
2023,11,18,1
2023,11,19,7
2023,11,20,3
2023,11,21,4
2023,11,22,9
2023,11,23,3
2023,12,0,1
2023,12,1,2
2023,12,2,1
2023,12,3,4
2023,12,4,1
2023,12,5,4
2023,12,6,8
2023,12,7,4
2023,12,8,14
2023,12,9,10
2023,12,11,2
2023,12,12,2
2023,12,13,2
2023,12,14,1
2023,12,15,1
2023,12,16,1
2023,12,17,1
2023,12,18,5
2023,12,19,4
2023,12,20,3
2023,12,21,3
2023,12,22,3
2023,12,23,7
